SchoolRecordID,SeedCode,SchUID,SchoolName,SchoolMapLabel,SchoolType,CentreType,Denomination,LAName,LACode,AddressLine1,AddressLine2,AddressLine3,PostCode,PostCode_clean,Postcode_area,Postcode_district,Latitude,Longitude,GridRefEasting,GridRefNorthing,PupilRoll,FTETeacher,PropPupilsMinorityEthnic,PropPupils20PCMostDeprived,DZSIMDPercentile,DZSIMDMostDep15Pct,DZSIMDMostDep16_25Pct,DZSIMDMostDep25Pct,AddrUR8,AddrUR6,AddrUR8Desc,AddrUR6Desc,DZUR8,DZUR6,DZUR8Desc,DZUR6Desc,DataZone,UPRN,Email,Phone,Website,Notes,HasCoordinates
207,5135931,5135931S,Lochaber High School,Lochaber High School (Highland),Secondary,Local Authority,Non-denominational,Highland,S12000017,Camaghael,Fort William,,PH33 7ND,PH33 7ND,PH,PH33,56.8368019,-5.0775423,212357,775929,839,64.8,0 - <5%,5 - <10%,55,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,S01010510,130073636,lochaber.high@highland.gov.uk,01397 702512,http://www.lochaberhigh.org,,True
208,8435731,8435731S,Lochend Community High School,Lochend Community High School (Glasgow City),Secondary,Local Authority,Non-denominational,Glasgow City,S12000049,20 Cairnbrook Road,,GLASGOW,G34 0NZ,G34 0NZ,G,G34,55.8684394,-4.1077786,268201,665928,493,49.4,5 - <10%,90 - <95%,4,Y,N,Y,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,S01010110,906700381036,headteacher@lochendcommunityhigh.glasgow.sch.uk,0141 582 0170,http://www.lochendcommunityhigh.glasgow.sch.uk,,True
209,5447437,5447437S,Lochgelly High School,Lochgelly High School (Fife),Secondary,Local Authority,Non-denominational,Fife,S12000047,Station Road,Lochgelly,,KY5 8LZ,KY5 8LZ,KY,KY5,56.1378488,-3.3169513,318256,694686,798,71.7,0 - <5%,35 - <40%,68,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,S01009417,320189702,lochgellyhs.enquiries@fife.gov.uk,01592 583406,http://www.lochgellyhighschool.co.uk/,,True
210,8111030,8111030S,Lochgilphead High School,Lochgilphead High School (Argyll and Bute),Secondary,Local Authority,Non-denominational,Argyll and Bute,S12000035,Lochgilphead Joint Campus,Kilmory,LOCHGILPHEAD,PA31 8AA,PA31 8AA,PA,PA31,56.0300013,-5.4274235,186543,687202,408,40.4,*,0%,39,N,N,N,8,6,Very Remote Rural Areas,Remote Rural Areas,8,6,Very Remote Rural Areas,Remote Rural Areas,S01007317,125080289,enquiries-lochgilphead@argyll-bute.gov.uk,01546 602598,http://www.ljc.ea.argyll-bute.sch.uk,,True
211,1004166,1004166S,Lochside Academy,Lochside Academy (Aberdeen City),Secondary,Local Authority,Non-denominational,Aberdeen City,S12000033,Wellington Circle,Altens,ABERDEEN,AB12 3JG,AB12 3JG,AB,AB12,57.112582,-2.097451,394197,802409,1201,88.5,10 - <20%,25 - <30%,80,N,N,N,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,S01006608,9051150182,lochsideacademy@aberdeencity.gov.uk,01224 241720,https://lochside.aberdeen.sch.uk/,"School Contacts List UPRN (9051148374) is not in SAD 2024 Q1.  GISAT has assigned the UPRN for Cove Rangers FC (9051150182), which is next door.",True
212,5948630,5948630S,Lockerbie Academy,Lockerbie Academy (Dumfries and Galloway),Secondary,Local Authority,Non-denominational,Dumfries and Galloway,S12000006,Glasgow Road,Lockerbie,DUMFRIESSHIRE,DG11 2AT,DG11 2AT,DG,DG11,55.1289834,-3.3587349,313461,582466,767,53.8,0 - <5%,*,48,N,N,N,3,3,Accessible Small Towns,Accessible Small Towns,3,3,Accessible Small Towns,Accessible Small Towns,S01007638,137103673,gw08officelockerbiea@ea.dumgal.sch.uk,01576 205170,http://www.lockerbieacademy.dumgal.sch.uk/,,True
213,5702631,5702631S,Lornshill Academy,Lornshill Academy (Clackmannanshire),Secondary,Local Authority,Non-denominational,Clackmannanshire,S12000005,Tullibody Road,Alloa,,FK10 2ES,FK10 2ES,FK,FK10,56.1333729,-3.8146184,287318,694889,1028,76.6,0 - <5%,35 - <40%,71,N,N,N,6,5,Accessible Rural Areas,Accessible Rural Areas,3,3,Accessible Small Towns,Accessible Small Towns,S01007420,35006530,lornshill@edu.clacks.gov.uk,01259 214331,http://lornshillacademy.org.uk/,,True
214,5203139,5203139S,Lossiemouth High School,Lossiemouth High School (Moray),Secondary,Local Authority,Non-denominational,Moray,S12000020,Coulardbank Road,Lossiemouth,MORAY,IV31 6JU,IV31 6JU,IV,IV31,57.7128639,-3.2945514,322968,869968,658,54.4,0 - <5%,*,81,N,N,N,3,3,Accessible Small Towns,Accessible Small Towns,6,5,Accessible Rural Areas,Accessible Rural Areas,S01011142,133072026,admin.lossiehigh@moray-edunet.gov.uk,01343 812047,http://www.lossiehigh.co.uk/,,True
215,8223831,8223831S,Loudoun Academy,Loudoun Academy (East Ayrshire),Secondary,Local Authority,Non-denominational,East Ayrshire,S12000008,Glasgow Road,Galston,,KA4 8PD,KA4 8PD,KA,KA4,55.6077758,-4.380786,250123,637480,888,77.6,0 - <5%,20 - <25%,63,N,N,N,6,5,Accessible Rural Areas,Accessible Rural Areas,6,5,Accessible Rural Areas,Accessible Rural Areas,S01007926,127058023,david.falconer@eastayrshire.org.uk,01563 820061,https://blogs.glowscotland.org.uk/ea/loudounacademy2016/,,True
216,8435839,8435839S,Lourdes Secondary School,Lourdes Secondary School (Glasgow City),Secondary,Local Authority,Roman Catholic,Glasgow City,S12000049,47 Kirriemuir Avenue,,GLASGOW,G52 3DF,G52 3DF,G,G52,55.8443177,-4.3408049,253531,663713,1484,119.2,>20%,55 - <60%,17,N,Y,Y,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,S01009806,906700288263,headteacher@lourdes-sec.glasgow.sch.uk,0141 582 0180,https://blogs.glowscotland.org.uk/gc/LourdesSecondarySchool/our-school/welcome-to-our-school/,,True
217,5251931,5251931S,Mackie Academy,Mackie Academy (Aberdeenshire),Secondary,Local Authority,Non-denominational,Aberdeenshire,S12000034,Slug Road,Stonehaven,KINCARDINESHIRE,AB39 3DF,AB39 3DF,AB,AB39,56.9714031,-2.2224106,386577,786711,1118,86.2,5 - <10%,*,85,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,S01006837,151062411,mackie.aca@aberdeenshire.gov.uk,01569 690550,http://www.mackie.aberdeenshire.sch.uk/,,True
218,5426537,5426537S,Madras College,Madras College (Fife),Secondary,Local Authority,Non-denominational,Fife,S12000047,Bell Brae,St Andrews,,KY16 9BY,KY16 9BY,KY,KY16,56.338681,-2.7985769,350729,716545,1412,101.4,5 - <10%,0 - <5%,97,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,S01009722,320175046,madrascollege.enquiries@fife.gov.uk,01334 659401,http://www.madras.fife.sch.uk,UPRN is a Parent UPRN in SAD 2024 Q1.,True
219,5135834,5135834S,Mallaig High School,Mallaig High School (Highland),Secondary,Local Authority,Non-denominational,Highland,S12000017,Mallaig,,,PH41 4RG,PH41 4RG,PH,PH41,57.0009446,-5.8314679,167414,796508,101,14.1,*,0%,70,N,N,N,8,6,Very Remote Rural Areas,Remote Rural Areas,8,6,Very Remote Rural Areas,Remote Rural Areas,S01010507,130074354,mallaig.high@highland.gov.uk,01687 462107,http://www.mallaighigh.com/index.html,,True
220,8237832,8237832S,Marr College,Marr College (South Ayrshire),Secondary,Local Authority,Non-denominational,South Ayrshire,S12000028,Dundonald Road,Troon,,KA10 7AB,KA10 7AB,KA,KA10,55.5488731,-4.6454772,233204,631531,1122,83.6,0 - <5%,10 - <15%,90,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,S01012552,141015686,marr.mail@south-ayrshire.gov.uk,01292 690022,http://www.marr.sayr.sch.uk/,,True
221,5722330,5722330S,McLaren High School,McLaren High School (Stirling),Secondary,Local Authority,Non-denominational,Stirling,S12000030,Mollands Road,Callander,,FK17 8JH,FK17 8JH,FK,FK17,56.238879,-4.2125234,262969,707352,641,51.2,0 - <5%,*,94,N,N,N,3,3,Accessible Small Towns,Accessible Small Towns,3,3,Accessible Small Towns,Accessible Small Towns,S01013116,122000977,mclarenhs@stirling.gov.uk,01877 330156,http://www.mclarenhigh.co.uk/,,True
222,5252032,5252032S,Mearns Academy,Mearns Academy (Aberdeenshire),Secondary,Local Authority,Non-denominational,Aberdeenshire,S12000034,Aberdeen Road,Laurencekirk,KINCARDINESHIRE,AB30 1ZJ,AB30 1ZJ,AB,AB30,56.8378698,-2.4592471,372079,771918,687,58.6,*,0%,82,N,N,N,3,3,Accessible Small Towns,Accessible Small Towns,3,3,Accessible Small Towns,Accessible Small Towns,S01006801,151167541,mearns.aca@aberdeenshire.gov.uk,01561 400700,http://www.mearns.aberdeenshire.sch.uk/,UPRN is a Parent UPRN in SAD 2024 Q1.,True
223,8602239,8602239S,Mearns Castle High School,Mearns Castle High School (East Renfrewshire),Secondary,Local Authority,Non-denominational,East Renfrewshire,S12000011,51 Waterfoot Road,Newton Mearns,GLASGOW,G77 5GU,G77 5GU,G,G77,55.7697817,-4.30668,255391,655348,1468,111.5,>20%,0 - <5%,98,N,N,N,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,S01008350,131033656,headteacher@mearnscastle.e-renfrew.sch.uk,0141 577 2300,http://www.ea.e-renfrew.sch.uk/mearnscastle/,,True
224,5232333,5232333S,Meldrum Academy,Meldrum Academy (Aberdeenshire),Secondary,Local Authority,Non-denominational,Aberdeenshire,S12000034,Colpy Road,Oldmeldrum,ABERDEENSHIRE,AB51 0NT,AB51 0NT,AB,AB51,57.3370924,-2.3323024,380095,827447,1004,84.9,0 - <5%,*,88,N,N,N,3,3,Accessible Small Towns,Accessible Small Towns,3,3,Accessible Small Towns,Accessible Small Towns,S01006985,151086237,meldrum.aca@aberdeenshire.gov.uk,01651 267470,http://www.meldrumacademy.aberdeenshire.sch.uk,,True
225,6103731,6103731S,Mid Yell Junior High School,Mid Yell Junior High School (Shetland Islands),Secondary,Local Authority,Non-denominational,Shetland Islands,S12000027,Mid Yell,Shetland,,ZE2 9BN,ZE2 9BN,ZE,ZE2,60.5967313,-1.0652747,451296,1190729,42,8.0,0%,0%,55,N,N,N,8,6,Very Remote Rural Areas,Remote Rural Areas,8,6,Very Remote Rural Areas,Remote Rural Areas,S01012413,301000017587,midyell@shetland.gov.uk,01595 745050,http://www.midyell.shetland.sch.uk/,,True
226,5142830,5142830S,Millburn Academy,Millburn Academy (Highland),Secondary,Local Authority,Non-denominational,Highland,S12000017,Diriebught Road,Inverness,,IV2 3QR,IV2 3QR,IV,IV2,57.4801468,-4.2091226,267642,845477,1240,93.5,10 - <20%,5 - <10%,56,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,S01010621,130034961,millburn.academy@highland.gov.uk,01463 729153,http://www.millburnacademy.co.uk/,,True
227,5202930,5202930S,Milne's High School,Milne's High School (Moray),Secondary,Local Authority,Non-denominational,Moray,S12000020,West Street,Fochabers,MORAY,IV32 7DJ,IV32 7DJ,IV,IV32,57.609798,-3.1003007,334355,858290,477,42.0,0 - <5%,*,77,N,N,N,6,5,Accessible Rural Areas,Accessible Rural Areas,6,5,Accessible Rural Areas,Accessible Rural Areas,S01011088,133040334,admin.milneshigh@moray-edunet.gov.uk,01343 820611,http://www.milneshighschool.org.uk/,,True
228,5222133,5222133S,Mintlaw Academy,Mintlaw Academy (Aberdeenshire),Secondary,Local Authority,Non-denominational,Aberdeenshire,S12000034,Station Road,Mintlaw,PETERHEAD ABERDEENSHIRE,AB42 5FN,AB42 5FN,AB,AB42,57.5245675,-2.0132712,399304,848269,880,73.4,0 - <5%,0 - <5%,59,N,N,N,6,5,Accessible Rural Areas,Accessible Rural Areas,6,5,Accessible Rural Areas,Accessible Rural Areas,S01007059,151100479,mintlaw.aca@aberdeenshire.gov.uk,01771 676670,http://mintlawacademy.aberdeenshire.sch.uk/,UPRN is a Parent UPRN in SAD 2024 Q1.,True
229,5948738,5948738S,Moffat Academy,Moffat Academy (Dumfries and Galloway),Secondary,Local Authority,Non-denominational,Dumfries and Galloway,S12000006,Jeff Brown Drive,Moffat,,DG10 9QL,DG10 9QL,DG,DG10,55.3290453,-3.4378769,308874,604829,254,23.3,*,0%,74,N,N,N,7,6,Remote Rural Areas,Remote Rural Areas,7,6,Remote Rural Areas,Remote Rural Areas,S01007643,137103678,gw08officemoffat@ea.dumgal.sch.uk,01683 222000,http://www.moffat.dumgal.sch.uk/,,True
230,5339537,5339537S,Monifieth High School,Monifieth High School (Angus),Secondary,Local Authority,Non-denominational,Angus,S12000041,Panmurefield Road,Monifieth,,DD5 4QT,DD5 4QT,DD,DD5,56.4790489,-2.8399514,348362,732199,1035,81.0,5 - <10%,0 - <5%,72,N,N,N,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,S01007145,117096654,MonifiethHigh@angusschools.org.uk,01382 768100,http://www.monifiethhighschool.com/,,True
231,5308038,5308038S,Montrose Academy,Montrose Academy (Angus),Secondary,Local Authority,Non-denominational,Angus,S12000041,Academy Square,Montrose,,DD10 8HU,DD10 8HU,DD,DD10,56.709366,-2.4640994,371686,757616,859,76.4,0 - <5%,*,22,N,Y,Y,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,S01007211,117097634,MontroseAcademy@angusschools.org.uk,01674 907500,http://www.montroseacademy.co.uk/,,True
232,5330432,5330432S,Morgan Academy,Morgan Academy (Dundee City),Secondary,Local Authority,Non-denominational,Dundee City,S12000042,Forfar Road,Dundee,,DD4 7AX,DD4 7AX,DD,DD4,56.474721,-2.9540442,341328,731809,942,75.0,>20%,*,29,N,N,N,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,S01007730,9059035421,morganacademy@dundeeschools.scot,01382 307000,http://morgan.ea.dundeecity.sch.uk/,,True
233,5550831,5550831S,Musselburgh Grammar School,Musselburgh Grammar School (East Lothian),Secondary,Local Authority,Non-denominational,East Lothian,S12000010,86 Inveresk Road,Musselburgh,EAST LOTHIAN,EH21 7BA,EH21 7BA,EH,EH21,55.9386591,-3.0505806,334472,672233,996,79.4,5 - <10%,*,63,N,N,N,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,S01008176,138021203,musselburgh.gs@musselburghgrammar.elcschool.org.uk,0131 6654278,https://www.edubuzz.org/musselburghgrammar/,,True
234,5153131,5153131S,Nairn Academy,Nairn Academy (Highland),Secondary,Local Authority,Non-denominational,Highland,S12000017,Duncan Drive,Nairn,,IV12 4RD,IV12 4RD,IV,IV12,57.5772294,-3.8827836,287506,855694,679,54.7,0 - <5%,0 - <5%,41,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,S01010563,130030705,nairn.academy@highland.gov.uk,01667 453700,http://nairnacademy.wordpress.com,,True
235,5546036,5546036S,Newbattle High School,Newbattle High School (Midlothian),Secondary,Local Authority,Non-denominational,Midlothian,S12000019,"Newbattle Community Campus, Newbattle Way",Easthouses,DALKEITH,EH22 4SX,EH22 4SX,EH,EH22,55.8744457,-3.0486772,334482,665084,1172,95.3,0 - <5%,20 - <25%,80,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,S01010994,120052311,newbattle.hs@midlothian.gov.uk,0131 561 6700,http://www.newbattle.org.uk/,,True
236,5556031,5556031S,North Berwick High School,North Berwick High School (East Lothian),Secondary,Local Authority,Non-denominational,East Lothian,S12000010,Grange Road,North Berwick,EAST LOTHIAN,EH39 4QS,EH39 4QS,EH,EH39,56.0525312,-2.721882,355136,684643,1045,73.8,0 - <5%,0%,93,N,N,N,3,3,Accessible Small Towns,Accessible Small Towns,3,3,Accessible Small Towns,Accessible Small Towns,S01008273,138018259,northberwick.hs@northberwickhigh.elcschool.org.uk,01620 894661,http://www.northberwickhigh.net/,,True
237,1004620,1004620S,North West Community Campus,North West Community Campus (Dumfries and Galloway),Secondary,Local Authority,Non-denominational,Dumfries and Galloway,S12000006,Alloway Road,Lochside,DUMFRIES,DG2 9DF,DG2 9DF,DG,DG2,55.0799044,-3.6346083,295744,577382,302,30.8,0 - <5%,50 - <55%,7,Y,N,Y,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,S01007577,137115088,gw18officenorthwest@ea.dumgal.sch.uk,01387 245100,https://blogs.glowscotland.org.uk/dg/northwestcommunitycampus/,,True
238,5244234,5244234S,Northfield Academy,Northfield Academy (Aberdeen City),Secondary,Local Authority,Non-denominational,Aberdeen City,S12000033,Granitehill Place,Aberdeen,,AB16 7AU,AB16 7AU,AB,AB16,57.1622442,-2.1469177,391213,807943,747,60.6,0 - <5%,25 - <30%,26,N,N,N,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,S01006716,9051033032,northfieldacademy@aberdeencity.gov.uk,01224 699715,http://www.northfield.aberdeen.sch.uk/,,True
239,8436134,8436134S,Notre Dame High School,Notre Dame High School (Glasgow City),Secondary,Local Authority,Roman Catholic,Glasgow City,S12000049,160 Observatory Road,,GLASGOW,G12 9LN,G12 9LN,G,G12,55.8782264,-4.2989428,256277,667398,789,69.9,>20%,45 - <50%,94,N,N,N,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,S01010404,906700081544,headteacher@notredamehigh.glasgow.sch.uk,0141 582 0190,https://blogs.glowscotland.org.uk/gc/ndhs/,,True
240,8645132,8645132S,Notre Dame High School,Notre Dame High School (Inverclyde),Secondary,Local Authority,Roman Catholic,Inverclyde,S12000018,Dunlop Street,Greenock,,PA16 9BJ,PA16 9BJ,PA,PA16,55.9414115,-4.776019,226721,675522,879,77.2,5 - <10%,50 - <55%,37,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,S01010878,119001236,INNotreDame@glowscotland.onmicrosoft.com,01475 715150,http://notredame.inverclyde.sch.uk,,True
241,8110336,8110336S,Oban High School,Oban High School (Argyll and Bute),Secondary,Local Authority,Non-denominational,Argyll and Bute,S12000035,Soroba Road,Oban,ARGYLL,PA34 4JB,PA34 4JB,PA,PA34,56.4059557,-5.4671093,186177,729142,1009,77.4,0 - <5%,0 - <5%,35,N,N,N,5,4,Very Remote Small Towns,Remote Small Towns,5,4,Very Remote Small Towns,Remote Small Towns,S01007291,125031230,enquiriesobanhigh@argyll-bute.gov.uk,01631 564231,http://www.obanhigh.argyll-bute.sch.uk/,,True
242,5246237,5246237S,Oldmachar Academy,Oldmachar Academy (Aberdeen City),Secondary,Local Authority,Non-denominational,Aberdeen City,S12000033,Jesmond Drive,Bridge Of Don,ABERDEEN,AB22 8UR,AB22 8UR,AB,AB22,57.1931351,-2.1230482,392663,811379,923,65.2,10 - <20%,0 - <5%,88,N,N,N,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,S01006773,9051098895,oldmacharacademy@aberdeencity.gov.uk,01224 820887,http://www.oldmachar.aberdeen.sch.uk/,,True
243,8304238,8304238S,Our Lady & St Patrick's High School,Our Lady & St Patrick's High School (West Dunbartonshire),Secondary,Local Authority,Roman Catholic,West Dunbartonshire,S12000039,Howatshaws Road,Bellsmyre,DUMBARTON,G82 3DR,G82 3DR,G,G82,55.9601284,-4.5526532,240745,677066,1013,81.2,5 - <10%,35 - <40%,12,Y,N,Y,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,S01013184,129056530,SchoolOffice.OLSPSecondarySchool@west-dunbarton.gov.uk,01389 773920,https://sites.google.com/ourcloud.buzz/olsp-highschool/home,,True
244,8357439,8357439S,Our Lady's High School - Cumbernauld,Our Lady's High School - Cumbernauld (North Lanarkshire),Secondary,Local Authority,Roman Catholic,North Lanarkshire,S12000050,Dowanfield Road,Cumbernauld,,G67 1LA,G67 1LA,G,G67,55.9434624,-4.0027703,275013,674081,846,61.8,5 - <10%,10 - <15%,90,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,S01011727,118028321,ht@ourladys.n-lanark.sch.uk,01236 757688,https://blogs.glowscotland.org.uk/nl/olhscumbernauld/,,True
245,8517134,8517134S,Our Lady's High School - Motherwell,Our Lady's High School - Motherwell (North Lanarkshire),Secondary,Local Authority,Roman Catholic,North Lanarkshire,S12000050,Dalzell Drive,Motherwell,,ML1 2DG,ML1 2DG,ML,ML1,55.7770428,-3.9762528,276140,655515,852,59.4,10 - <20%,40 - <45%,96,N,N,N,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,S01011377,118076845,ht@ourladyshigh.n-lanark.sch.uk,01698 274925,http://www.ourladyshighschool.co.uk/,,True
246,8628734,8628734S,Paisley Grammar School,Paisley Grammar School (Renfrewshire),Secondary,Local Authority,Non-denominational,Renfrewshire,S12000038,Glasgow Road,,PAISLEY,PA1 3RP,PA1 3RP,PA,PA1,55.8464213,-4.4114939,249114,664099,1066,80.0,10 - <20%,35 - <40%,3,Y,N,Y,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,S01012135,123050975,paisleygrammarenquiries@renfrewshire.gov.uk,0300 300 1400,http://www.paisleygrammarschool.com/,,True
247,8627932,8627932S,Park Mains High School,Park Mains High School (Renfrewshire),Secondary,Local Authority,Non-denominational,Renfrewshire,S12000038,Barrhill Road,,ERSKINE,PA8 6EY,PA8 6EY,PA,PA8,55.9028074,-4.4588936,246369,670477,1467,105.5,0 - <5%,0 - <5%,50,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,S01012198,123092490,parkmainshighenquiries@renfrewshire.gov.uk,0300 300 1411,http://parkmains.com/,,True
248,5601932,5601932S,Peebles High School,Peebles High School (Scottish Borders),Secondary,Local Authority,Non-denominational,Scottish Borders,S12000026,Springwood Road,Peebles,PEEBLESSHIRE,EH45 9HB,EH45 9HB,EH,EH45,55.645035,-3.1910889,325133,639698,1342,92.6,0 - <5%,*,100,N,N,N,3,3,Accessible Small Towns,Accessible Small Towns,3,3,Accessible Small Towns,Accessible Small Towns,S01012259,116029665,peebleshs@scotborders.gov.uk,01721 720291,http://www.peebleshighschool.co.uk,,True
249,5546834,5546834S,Penicuik High School,Penicuik High School (Midlothian),Secondary,Local Authority,Non-denominational,Midlothian,S12000019,39a Carlops Road,Penicuik,,EH26 9EP,EH26 9EP,EH,EH26,55.8313677,-3.2287259,323132,660476,640,56.8,0 - <5%,*,66,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,S01010939,120029831,penicuik.hs@midlothian.gov.uk,01968 674165,http://penicuik.mgfl.net/,,True
250,5350638,5350638S,Perth Academy,Perth Academy (Perth and Kinross),Secondary,Local Authority,Non-denominational,Perth and Kinross,S12000048,Murray Place,Perth,,PH1 1NJ,PH1 1NJ,PH,PH1,56.3907974,-3.4583088,310068,723014,1011,82.7,*,5 - <10%,87,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,S01011902,124009146,perthacademy@pkc.gov.uk,01738 458000,http://www.perthacademy.org.uk,,True
251,5350832,5350832S,Perth Grammar School,Perth Grammar School (Perth and Kinross),Secondary,Local Authority,Non-denominational,Perth and Kinross,S12000048,Gowans Terrace,Perth,,PH1 5AZ,PH1 5AZ,PH,PH1,56.4102637,-3.4456175,310897,725164,728,63.8,0 - <5%,15 - <20%,6,Y,N,Y,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,S01011931,124000015,PerthGrammar@pkc.gov.uk,01738 472800,http://www.perthgrammar.pkc.sch.uk/,,True
252,5351030,5351030S,Perth High School,Perth High School (Perth and Kinross),Secondary,Local Authority,Non-denominational,Perth and Kinross,S12000048,Oakbank Road,Perth,,PH1 1HB,PH1 1HB,PH,PH1,56.3924235,-3.4682367,309459,723208,1487,102.1,*,0 - <5%,87,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,S01011902,124009145,PerthHigh@pkc.gov.uk,01738 628271,http://www.perthhigh.net,,True
253,5220734,5220734S,Peterhead Academy,Peterhead Academy (Aberdeenshire),Secondary,Local Authority,Non-denominational,Aberdeenshire,S12000034,Prince Street,Peterhead,ABERDEENSHIRE,AB42 1SY,AB42 1SY,AB,AB42,57.5086368,-1.7885682,412768,846515,1281,94.4,0 - <5%,10 - <15%,58,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,S01007084,151086254,peterhead.aca@aberdeenshire.gov.uk,01779 403800,http://www.peterheadacademy.aberdeenshire.sch.uk/,,True
254,5351332,5351332S,Pitlochry High School,Pitlochry High School (Perth and Kinross),Secondary,Local Authority,Non-denominational,Perth and Kinross,S12000048,East Moulin Road,Pitlochry,,PH16 5ET,PH16 5ET,PH,PH16,56.7087301,-3.7252731,294477,758778,117,17.3,*,*,75,N,N,N,7,6,Remote Rural Areas,Remote Rural Areas,7,6,Remote Rural Areas,Remote Rural Areas,S01012011,124030586,Pitlochry@pkc.gov.uk,01796 474666,http://pitlochryhighschool.com/,,True
255,5123437,5123437S,Plockton High School,Plockton High School (Highland),Secondary,Local Authority,Non-denominational,Highland,S12000017,Plockton,Ross-shire,,IV52 8TU,IV52 8TU,IV,IV52,57.3343926,-5.6660398,179452,833045,213,24.7,0 - <5%,0%,65,N,N,N,8,6,Very Remote Rural Areas,Remote Rural Areas,8,6,Very Remote Rural Areas,Remote Rural Areas,S01010671,130063333,plockton.high@highland.gov.uk,01599 530800,http://plocktonhighschool.co.uk/,,True
256,8645531,8645531S,Port Glasgow High School,Port Glasgow High School (Inverclyde),Secondary,Local Authority,Non-denominational,Inverclyde,S12000018,Port Glasgow Comunity Campus,Kilmacolm Road,PORT GLASGOW,PA14 6PP,PA14 6PP,PA,PA14,55.9200465,-4.6535948,234274,672845,540,45.1,0 - <5%,60 - <65%,12,Y,N,Y,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,S01010926,119054310,INPortGlasgow@glowscotland.onmicrosoft.com,01475 715200,http://portglasgow.inverclyde.sch.uk/,,True
257,5258030,5258030S,Portlethen Academy,Portlethen Academy (Aberdeenshire),Secondary,Local Authority,Non-denominational,Aberdeenshire,S12000034,Bruntland Road,Portlethen,ABERDEEN,AB12 4QL,AB12 4QL,AB,AB12,57.0571441,-2.1359503,391853,796241,944,79.0,10 - <20%,*,86,N,N,N,3,3,Accessible Small Towns,Accessible Small Towns,3,3,Accessible Small Towns,Accessible Small Towns,S01006847,151501103,portlethen.aca@aberdeenshire.gov.uk,01224 087880,http://www.portlethenacademy.aberdeenshire.sch.uk/,UPRN is a Parent UPRN in SAD 2024 Q1.,True
258,5533538,5533538S,Portobello High School,Portobello High School (City of Edinburgh),Secondary,Local Authority,Non-denominational,City of Edinburgh,S12000036,1 Milton Road,Edinburgh,,EH15 3BY,EH15 3BY,EH,EH15,55.9444964,-3.1132948,330565,672944,1423,109.3,10 - <20%,10 - <15%,69,N,N,N,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,S01008734,906477278,admin@portobello.edin.sch.uk,0131 669 2324,www.portobellohighschool.org.uk,,True
